Plot,Name
004-02-0150,Ostrya virginiana
004-02-0150,Parthenocissus quinquefolia
004-02-0150,Prunus serotina var. serotina
004-02-0150,Quercus alba
004-02-0150,Quercus rubra var. rubra
004-02-0150,Quercus stellata
004-02-0150,Rosa carolina
004-02-0150,Scleria oligantha
004-02-0150,Smilax glauca
004-02-0150,Symphoricarpos orbiculatus
004-02-0150,Tephrosia virginiana
004-02-0150,Uvularia puberula
004-02-0150,Vaccinium arboreum
004-02-0150,Viburnum rufidulum
004-02-0150,Muscadinia rotundifolia var. rotundifolia
004-02-0155,Acer rubrum var. rubrum
004-02-0155,Chimaphila maculata
004-02-0155,Diospyros virginiana
004-02-0155,Oxydendrum arboreum
004-02-0155,Quercus montana
004-02-0155,Sassafras albidum
004-02-0155,Vaccinium pallidum
004-02-0155,Vaccinium stamineum
004-02-0156,Acer rubrum var. rubrum
004-02-0156,Amelanchier arborea
004-02-0156,Chimaphila maculata
004-02-0156,Benthamidia florida
004-02-0156,Diospyros virginiana
004-02-0156,Juniperus virginiana
004-02-0156,Nyssa sylvatica
004-02-0156,Oxydendrum arboreum
004-02-0156,Quercus alba
004-02-0156,Quercus coccinea
004-02-0156,Quercus montana
004-02-0156,Quercus velutina
004-02-0156,Sassafras albidum
004-02-0156,Smilax glauca
004-02-0156,Vaccinium stamineum
004-02-0156,Vaccinium tenellum
004-02-0156,Muscadinia rotundifolia var. rotundifolia
004-02-0157,Chrysopsis mariana
004-02-0157,Ageratina aromatica
004-02-0157,Andropogon [glomeratus + virginicus var. virginicus]
004-02-0157,Carya tomentosa
004-02-0157,Carya glabra
004-02-0157,Ceanothus americanus
004-02-0157,Chamaecrista fasciculata var. fasciculata
004-02-0157,Coreopsis major
004-02-0157,Benthamidia florida
004-02-0157,Danthonia sericea
004-02-0157,Danthonia spicata
004-02-0157,Desmodium ciliare
004-02-0157,Dichanthelium [aciculare + angustifolium]
004-02-0157,Dichanthelium commutatum
004-02-0157,Eupatorium album
004-02-0157,Galactia [brachypoda + regularis]
004-02-0157,Galium pilosum
004-02-0157,Helianthus divaricatus
004-02-0157,Lespedeza [frutescens + violacea]
004-02-0157,Nyssa sylvatica
004-02-0157,Parthenium integrifolium
004-02-0157,Pinus palustris
004-02-0157,Polygonatum biflorum var. biflorum
004-02-0157,Prunus serotina var. serotina
004-02-0157,Pteridium pseudocaudatum
004-02-0157,Quercus marilandica var. marilandica
004-02-0157,Quercus stellata
004-02-0157,Quercus velutina
004-02-0157,Rhus copallinum
004-02-0157,Rhus glabra
004-02-0157,Rhynchosia tomentosa
004-02-0157,Sassafras albidum
004-02-0157,Scleria [nitida + triglomerata]
004-02-0157,Solidago vaseyi
004-02-0157,Solidago [arguta + vaseyi]
004-02-0157,Tephrosia virginiana
004-02-0157,Uvularia perfoliata
004-02-0157,Vaccinium corymbosum
004-02-0157,Vaccinium pallidum
004-02-0157,Viola pedata var. pedata
004-02-0157,Muscadinia rotundifolia var. rotundifolia
004-02-0160,Acer leucoderme
004-02-0160,Andropogon gerardi
004-02-0160,Endodeca serpentaria
004-02-0160,Carya glabra
004-02-0160,Celtis [occidentalis + pumila]
004-02-0160,Clematis ochroleuca
004-02-0160,Clitoria mariana var. mariana
004-02-0160,Benthamidia florida
004-02-0160,Crataegus uniflora
004-02-0160,Dichanthelium boscii
004-02-0160,Diospyros virginiana
004-02-0160,Eupatorium [hyssopifolium + torreyanum]
004-02-0160,Euphorbia [corollata + pubentissima]
004-02-0160,Fraxinus [americana + biltmoreana + smallii]
004-02-0160,Galium circaezans
004-02-0160,Hieracium gronovii
004-02-0160,Juniperus virginiana
004-02-0160,Lespedeza repens
004-02-0160,Liriodendron tulipifera var. tulipifera
004-02-0160,Lonicera sempervirens
004-02-0160,Melica mutica
004-02-0160,Pinus echinata
004-02-0160,Piptochaetium avenaceum
004-02-0160,Prunus serotina var. serotina
004-02-0160,Prunus umbellata
004-02-0160,Quercus alba
004-02-0160,Quercus marilandica var. marilandica
004-02-0160,Quercus rubra var. rubra
004-02-0160,Quercus stellata
004-02-0160,Schizachyrium scoparium var. scoparium
004-02-0160,Smilax bona-nox var. bona-nox
004-02-0160,Smilax glauca
004-02-0160,Toxicodendron radicans var. radicans
004-02-0160,Viburnum rufidulum
004-02-0160,Muscadinia rotundifolia var. rotundifolia
004-02-0162,Acer leucoderme
004-02-0162,Acer rubrum var. rubrum
004-02-0162,Endodeca serpentaria
004-02-0162,Carex
004-02-0162,Carya glabra
004-02-0162,Celtis [occidentalis + pumila]
004-02-0162,Cercis canadensis
004-02-0162,Benthamidia florida
004-02-0162,Dichanthelium depauperatum
004-02-0162,Diospyros virginiana
004-02-0162,Fraxinus [americana + biltmoreana + smallii]
004-02-0162,Lonicera sempervirens
004-02-0162,Nyssa sylvatica
004-02-0162,Parthenocissus quinquefolia
004-02-0162,Prunus serotina var. serotina
004-02-0162,Quercus alba
004-02-0162,Quercus velutina
004-02-0162,Scleria [nitida + triglomerata]
004-02-0162,Smilax glauca
004-02-0162,Uvularia perfoliata
004-02-0162,Muscadinia rotundifolia var. rotundifolia
004-02-0165,Asplenium platyneuron
004-02-0165,Acer rubrum var. rubrum
004-02-0165,Actaea pachypoda
004-02-0165,Bignonia capreolata
004-02-0165,Calycanthus floridus
004-02-0165,Carex
004-02-0165,Carpinus caroliniana
004-02-0165,Carya tomentosa
004-02-0165,Carya cordiformis
004-02-0165,Chimaphila maculata
004-02-0165,Benthamidia florida
004-02-0165,Corylus cornuta var. cornuta
004-02-0165,Hylodesmum nudiflorum
004-02-0165,Dioscorea villosa
004-02-0165,Euonymus americanus
004-02-0165,Galium circaezans
004-02-0165,Hamamelis virginiana var. virginiana
004-02-0165,Hydrangea arborescens
004-02-0165,Nyssa sylvatica
004-02-0165,Ostrya virginiana
004-02-0165,Oxydendrum arboreum
004-02-0165,Parthenocissus quinquefolia
004-02-0165,Pleopeltis michauxiana
004-02-0165,Prunus serotina var. serotina
004-02-0165,Quercus montana
004-02-0165,Quercus rubra var. rubra
004-02-0165,Quercus velutina
004-02-0165,Rubus flagellaris
004-02-0165,Sassafras albidum
004-02-0165,Smilax biltmoreana
004-02-0165,Smilax rotundifolia
004-02-0165,Toxicodendron radicans var. radicans
004-02-0165,Ulmus alata
004-02-0165,Ulmus rubra
004-02-0165,Muscadinia rotundifolia var. rotundifolia
004-03-0149,Acer rubrum var. rubrum
004-03-0149,Carya carolinae-septentrionalis
004-03-0149,Carya glabra
004-03-0149,Carya pallida
004-03-0149,Chimaphila maculata
004-03-0149,Benthamidia florida
004-03-0149,Ilex opaca
004-03-0149,Nyssa sylvatica
004-03-0149,Prunus serotina var. serotina
004-03-0149,Quercus falcata
004-03-0149,Quercus montana
004-03-0149,Quercus rubra var. rubra
004-03-0149,Quercus stellata
004-03-0149,Smilax glauca
004-03-0149,Vaccinium pallidum
004-03-0149,Vaccinium stamineum
004-03-0149,Muscadinia rotundifolia var. rotundifolia
004-03-0150,Acer rubrum var. rubrum
004-03-0150,Andropogon gyrans
004-03-0150,Coreopsis verticillata
004-03-0150,Lyonia mariana
004-03-0150,Nyssa sylvatica
004-03-0150,Pinus palustris
004-03-0150,Pinus virginiana
004-03-0150,Pteridium pseudocaudatum
004-03-0150,Quercus marilandica var. marilandica
004-03-0150,Quercus montana
004-03-0150,Smilax glauca
004-03-0150,Solidago odora
004-03-0150,Sorghastrum nutans
004-03-0150,Symplocos tinctoria
004-03-0150,Tephrosia virginiana
004-03-0150,Vaccinium corymbosum
004-03-0151,Acer rubrum var. rubrum
004-03-0151,Amorpha schwerinii
004-03-0151,Andropogon gyrans
004-03-0151,Carya glabra
004-03-0151,Chimaphila maculata
004-03-0151,Cunila origanoides
004-03-0151,Danthonia spicata
004-03-0151,Dichanthelium commutatum
004-03-0151,Hieracium venosum
004-03-0151,Hypoxis hirsuta
004-03-0151,Lactuca canadensis
004-03-0151,Nyssa sylvatica
004-03-0151,Pinus echinata
004-03-0151,Quercus alba
004-03-0151,Quercus marilandica var. marilandica
004-03-0151,Quercus montana
004-03-0151,Smilax glauca
004-03-0151,Vaccinium
004-03-0151,Vaccinium stamineum
004-03-0151,Muscadinia rotundifolia var. rotundifolia
004-03-0152,Acer rubrum var. rubrum
004-03-0152,Amelanchier arborea
004-03-0152,Amorpha schwerinii
004-03-0152,Andropogon gyrans
004-03-0152,Carya tomentosa
004-03-0152,Carya glabra
004-03-0152,Chimaphila maculata
004-03-0152,Clitoria mariana var. mariana
004-03-0152,Benthamidia florida
004-03-0152,Dichanthelium commutatum
004-03-0152,Diospyros virginiana
004-03-0152,Hieracium venosum
004-03-0152,Lespedeza virginica
004-03-0152,Nyssa sylvatica
004-03-0152,Oxydendrum arboreum
004-03-0152,Quercus marilandica var. marilandica
004-03-0152,Quercus montana
004-03-0152,Rhododendron viscosum var. viscosum
004-03-0152,Rhus copallinum
004-03-0152,Rhus
004-03-0152,Robinia pseudoacacia
004-03-0152,Sassafras albidum
004-03-0152,Vaccinium arboreum
004-03-0152,Vaccinium tenellum
004-03-0152,Muscadinia rotundifolia var. rotundifolia
004-03-0153,[Andropogon + Schizachyrium]
004-03-0153,Carya pallida
004-03-0153,Danthonia sericea
004-03-0153,Dichanthelium
004-03-0153,Diospyros virginiana
004-03-0153,Gaylussacia frondosa
004-03-0153,Gelsemium sempervirens
004-03-0153,Lobelia nuttallii
004-03-0153,Nyssa sylvatica
004-03-0153,Oxydendrum arboreum
004-03-0153,Pinus echinata
004-03-0153,Pinus palustris
004-03-0153,Pinus taeda
004-03-0153,Pteridium pseudocaudatum
004-03-0153,Quercus falcata
004-03-0153,Quercus marilandica var. marilandica
004-03-0153,Quercus nigra
004-03-0153,Quercus stellata
004-03-0153,Scleria [nitida + triglomerata]
004-03-0153,Smilax glauca
004-03-0153,Vaccinium crassifolium
004-03-0153,Vaccinium fuscatum
004-03-0153,Vaccinium tenellum
004-03-0154,Acer leucoderme
004-03-0154,Acer rubrum var. rubrum
004-03-0154,Aesculus sylvatica
004-03-0154,Endodeca serpentaria
004-03-0154,Bignonia capreolata
004-03-0154,Botrypus virginianus
004-03-0154,Brachyelytrum erectum
004-03-0154,Carex
004-03-0154,Carya pallida
004-03-0154,Cercis canadensis
004-03-0154,Chimaphila maculata
004-03-0154,Benthamidia florida
004-03-0154,Crataegus macrosperma
004-03-0154,Dichanthelium boscii
004-03-0154,Dichanthelium laxiflorum
004-03-0154,Euonymus americanus
004-03-0154,Fraxinus pennsylvanica
004-03-0154,Galium obtusum
004-03-0154,Hexastylis arifolia
004-03-0154,Ilex opaca
004-03-0154,Maianthemum racemosum
004-03-0154,Parthenocissus quinquefolia
004-03-0154,Pinus virginiana
004-03-0154,Poaceae
004-03-0154,Polygonatum biflorum var. biflorum
004-03-0154,Prunus serotina var. serotina
004-03-0154,Quercus alba
004-03-0154,Quercus rubra var. rubra
004-03-0154,Scleria [nitida + triglomerata]
004-03-0154,Smilax glauca
004-03-0154,Thalictrum thalictroides
004-03-0154,Ulmus alata
004-03-0154,Muscadinia rotundifolia var. rotundifolia
004-03-0155,Acer rubrum var. rubrum
004-03-0155,Athyrium asplenioides
004-03-0155,Bignonia capreolata
004-03-0155,Carpinus caroliniana
004-03-0155,Carya glabra
004-03-0155,Cercis canadensis
004-03-0155,Chasmanthium laxum
004-03-0155,Chimaphila maculata
004-03-0155,Benthamidia florida
004-03-0155,Crataegus macrosperma
004-03-0155,Desmodium rotundifolium
004-03-0155,Dichanthelium laxiflorum
004-03-0155,Diospyros virginiana
004-03-0155,Euonymus americanus
004-03-0155,Fagus grandifolia var. caroliniana
004-03-0155,Gelsemium sempervirens
004-03-0155,Goodyera pubescens
004-03-0155,Ilex opaca
004-03-0155,Liquidambar styraciflua
004-03-0155,Liriodendron tulipifera var. tulipifera
004-03-0155,Lonicera
004-03-0155,Maianthemum racemosum
004-03-0155,Mitchella repens
004-03-0155,Ostrya virginiana
004-03-0155,Oxydendrum arboreum
004-03-0155,Parthenocissus quinquefolia
004-03-0155,Pinus taeda
004-03-0155,Polystichum acrostichoides
004-03-0155,Prunus serotina var. serotina
004-03-0155,Quercus alba
004-03-0155,Quercus coccinea
004-03-0155,Quercus montana
004-03-0155,Quercus rubra var. rubra
004-03-0155,Quercus velutina
004-03-0155,Smilax glauca
004-03-0155,Uvularia perfoliata
004-03-0155,Vaccinium pallidum
004-03-0155,Muscadinia rotundifolia var. rotundifolia
004-03-0155,Potentilla [canadensis + simplex]
004-03-0156,Acer rubrum var. rubrum
004-03-0156,Carya tomentosa
004-03-0156,Chasmanthium laxum
004-03-0156,Chimaphila maculata
004-03-0156,Benthamidia florida
004-03-0156,Euphorbia [corollata + pubentissima]
004-03-0156,Gaylussacia frondosa
004-03-0156,Hexastylis arifolia
004-03-0156,Ilex opaca
004-03-0156,Liquidambar styraciflua
004-03-0156,Nyssa sylvatica
004-03-0156,Oxydendrum arboreum
004-03-0156,Polygonatum biflorum var. biflorum
004-03-0156,Prunus serotina var. serotina
004-03-0156,Quercus alba
004-03-0156,Quercus coccinea
004-03-0156,Quercus velutina
004-03-0156,Smilax glauca
004-03-0156,Vaccinium pallidum
004-03-0156,Muscadinia rotundifolia var. rotundifolia
004-03-0165,Asplenium platyneuron
004-03-0165,Acer leucoderme
004-03-0165,Endodeca serpentaria
004-03-0165,Carya carolinae-septentrionalis
004-03-0165,Carya glabra
004-03-0165,Benthamidia florida
004-03-0165,Dichanthelium
004-03-0165,Elymus [glabriflorus + macgregorii + virginicus]
004-03-0165,Galium circaezans
004-03-0165,Ilex opaca
004-03-0165,Prunus serotina var. serotina
004-03-0165,Quercus alba
004-03-0165,Quercus rubra var. rubra
004-03-0165,Scleria [nitida + triglomerata]
004-03-0165,Smilax rotundifolia
004-03-0165,Ulmus alata
004-03-0165,Muscadinia rotundifolia var. rotundifolia
004-03-0166,Acer rubrum var. rubrum
004-03-0166,Carya tomentosa
004-03-0166,Carya glabra
004-03-0166,Coreopsis major
004-03-0166,Benthamidia florida
004-03-0166,Crataegus [berberifolia + crus-galli]
004-03-0166,Crataegus marshallii
004-03-0166,Desmodium rotundifolium
004-03-0166,Fraxinus [americana + biltmoreana + smallii]
004-03-0166,Galium circaezans
004-03-0166,Hieracium venosum
004-03-0166,Maianthemum racemosum
004-03-0166,Nyssa sylvatica
004-03-0166,Pinus echinata
004-03-0166,Prunus serotina var. serotina
004-03-0166,Quercus alba
004-03-0166,Quercus phellos
004-03-0166,Scleria [nitida + triglomerata]
004-03-0166,Smilax glauca
004-03-0166,Vaccinium pallidum
004-03-0166,Vaccinium tenellum
004-03-0166,Vernonia acaulis
004-03-0166,Viburnum prunifolium
004-03-0166,Muscadinia rotundifolia var. rotundifolia
004-03-0166,Zizia aptera
004-03-0167,Asplenium platyneuron
004-03-0167,Acer leucoderme
004-03-0167,Aesculus sylvatica
004-03-0167,Bignonia capreolata
004-03-0167,Callicarpa americana
004-03-0167,Carex laxiflora
004-03-0167,Carya cordiformis
004-03-0167,Benthamidia florida
004-03-0167,Dichanthelium {dichotomum Group}
004-03-0167,Elymus hystrix var. hystrix
004-03-0167,Galium
004-03-0167,Hepatica americana
004-03-0167,Hexastylis arifolia
004-03-0167,Juglans nigra
004-03-0167,Liriodendron tulipifera var. tulipifera
004-03-0167,Lonicera maackii
004-03-0167,Maianthemum racemosum
004-03-0167,Ostrya virginiana
004-03-0167,Phryma leptostachya
004-03-0167,Polystichum acrostichoides
004-03-0167,Nabalus altissimus
004-03-0167,Quercus rubra var. rubra
004-03-0167,Quercus velutina
004-03-0167,Toxicodendron radicans var. radicans
004-03-0167,Ulmus alata
004-03-0167,Muscadinia rotundifolia var. rotundifolia
004-03-0168,Acer leucoderme
004-03-0168,Albizia julibrissin
004-03-0168,Carpinus caroliniana
004-03-0168,Carya cordiformis
004-03-0168,Centrosema virginianum var. virginianum
004-03-0168,Chasmanthium latifolium
004-03-0168,Dichanthelium
004-03-0168,Euonymus americanus
004-03-0168,Liquidambar styraciflua
004-03-0168,Liriodendron tulipifera var. tulipifera
004-03-0168,Lonicera maackii
004-03-0168,Ostrya virginiana
004-03-0168,Parthenocissus quinquefolia
004-03-0168,Platanus occidentalis var. occidentalis
004-03-0168,Polystichum acrostichoides
004-03-0168,Prunus serotina var. serotina
004-03-0168,Quercus rubra var. rubra
004-03-0168,Smilax glauca
004-03-0168,Solidago caesia
004-03-0168,Tilia americana
004-03-0168,Ulmus americana var. americana
004-03-0168,Viburnum prunifolium
004-03-0168,Muscadinia rotundifolia var. rotundifolia
004-04-0145,Asimina triloba
004-04-0145,Asplenium platyneuron
004-04-0145,Acer negundo var. negundo
004-04-0145,Amphicarpaea bracteata
004-04-0145,Arundinaria [gigantea + tecta]
004-04-0145,Betula nigra
004-04-0145,Bignonia capreolata
004-04-0145,Boehmeria cylindrica
004-04-0145,Botrypus virginianus
004-04-0145,Brachyelytrum erectum
004-04-0145,Bromus pubescens
004-04-0145,Campsis radicans
004-04-0145,Carex {section Acrocystis}
004-04-0145,Carex laxiflora
004-04-0145,Carex
004-04-0145,Carpinus caroliniana
004-04-0145,Carya cordiformis
004-04-0145,Centrosema virginianum var. virginianum
004-04-0145,Cercis canadensis
004-04-0145,Benthamidia florida
004-04-0145,Andersonglossum virginianum
004-04-0145,Dichanthelium boscii
004-04-0145,Dichanthelium clandestinum
004-04-0145,Dichanthelium commutatum
004-04-0145,Euonymus americanus
004-04-0145,Galium triflorum
004-04-0145,Hexastylis arifolia
004-04-0145,Juglans nigra
004-04-0145,Ligustrum sinense
004-04-0145,Liquidambar styraciflua
004-04-0145,Liriodendron tulipifera var. tulipifera
004-04-0145,Lonicera japonica
004-04-0145,[Gonolobus + Matelea]
004-04-0145,Microstegium vimineum
004-04-0145,Mitchella repens
004-04-0145,Muhlenbergia sylvatica
004-04-0145,Ophioglossum pycnostichum
004-04-0145,Parthenocissus quinquefolia
004-04-0145,Phryma leptostachya
004-04-0145,Poaceae
004-04-0145,Polystichum acrostichoides
004-04-0145,Quercus nigra
004-04-0145,Quercus phellos
004-04-0145,Quercus rubra var. rubra
004-04-0145,Ruellia caroliniensis
004-04-0145,Sanicula
004-04-0145,Scutellaria integrifolia
004-04-0145,Smilax rotundifolia
004-04-0145,Ulmus rubra
004-04-0145,Viola sororia
004-04-0145,Muscadinia rotundifolia var. rotundifolia
004-04-0145,Vitis
004-04-0151,Acer floridanum
004-04-0151,Acer rubrum var. rubrum
004-04-0151,Campsis radicans
004-04-0151,Carex caroliniana
004-04-0151,Carex
004-04-0151,Carya carolinae-septentrionalis
004-04-0151,Chasmanthium sessiliflorum var. sessiliflorum
004-04-0151,Danthonia spicata
004-04-0151,Dichanthelium yadkinense
004-04-0151,Diospyros virginiana
004-04-0151,Eleocharis
004-04-0151,Elephantopus carolinianus
004-04-0151,Fraxinus pennsylvanica
004-04-0151,Galium obtusum var. filifolium
004-04-0151,Hypericum hypericoides
004-04-0151,Ilex [ambigua + montana]
004-04-0151,Ilex opaca
004-04-0151,Juncus coriaceus
004-04-0151,Liquidambar styraciflua
004-04-0151,Liriodendron tulipifera var. tulipifera
004-04-0151,Lycopus virginicus
004-04-0151,Oxydendrum arboreum
